name,official_name,capital,population,region,subregion,languages,borders,timezones,flag,map,currencies,famous_places
India,Republic of India,New Delhi,1380004385,Asia,Southern Asia,"English, Hindi, Tamil","BGD, BTN, MMR, CHN, NPL, PAK",N/A,https://flagcdn.com/w320/in.png,https://goo.gl/maps/WSk3fLwG4vtPQetp7,N/A,"[{'name': 'Tourism in India', 'detail': ""Tourism in India is 4.6% of the country's gross domestic product (GDP). Unlike other sectors, tourism is not a priority sector for the Government of India. The World Travel and Tourism Council calculated that tourism generated ₹13.2 lakh crore (US$160 billion) or 5.8% of India's GDP and supported 32.1 million jobs in 2021. Even though, these numbers were lower than the pre-pandemic figures; the country's economy witnessed a significant growth in 2021 after the massive downturn during 2020. The sector is predicted to grow at an annual rate of 7.8% to ₹33.8 lakh crore (US$400 billion) by 2031 (7.2% of GDP). India has established itself as the 5th largest global travel healthcare destination with an estimated market size of around $9 billion in 2019, out of the total global travel healthcare industry of $44.8 billion(2019). In 2014, 184,298 foreign patients travelled to India to seek medical treatment.\nAccording to the Ministry of Tourism, over 6.19 million and 1.52 million foreign tourists arrived in India in 2022 and 2021 respectively compared to 10.93 million in 2019, representing a -44% degrowth. In 2022, Gujarat Tops India in Foreign Tourism with 20.17% Share in 2022. Gujarat rose as a global tourism hotspot continues with over 15.40 lakh tourists visiting in 2023. In 2023, 2509.63 million Domestic Tourist Visits (DTVs) were recorded (provisionally) compared to 1731.01 Million DTVs in 2022.\nThe World Economic Forum's Travel and Tourism Development Index 2021, which replaced its previous Travel and Tourism Competitiveness Report, ranks India 54th out of 117 countries overall. The last edition of the Travel and Tourism Competitiveness Report, published in 2019, had ranked India 34th out of 140 countries overall. The report ranked the price competitiveness of India's tourism sector 13th out of 140 countries. It mentioned that India has quite good air transport infrastructure (ranked 33rd), particularly given the country's stage of development, and reasonable ground and port infrastructure (ranked 28th). The country also scored high on natural resources (ranked 14th), and cultural resources and business travel (ranked 8th). The World Tourism Organization reported that India's receipts from tourism during 2012 ranked 16th in the world, and 7th among Asian and Pacific countries.\nThe Ministry of Tourism designs national policies for the development and promotion of tourism. In the process, the Ministry consults and collaborates with other stakeholders in the sector including various central ministries/agencies, state governments, union territories and private sector representatives. Concerted efforts are being made to promote niche tourism products such as rural, cruise, medical and eco-tourism. The Ministry of Tourism maintains the Incredible India campaign focused on promoting tourism in India."", 'image': ''}, {'name': 'List of tourist attractions in Vadodara', 'detail': 'This is a list of tourist attractions in Vadodara, a city in Gujarat, India.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Baroda_Museum_exterior.jpg/500px-Baroda_Museum_exterior.jpg'}, {'name': 'List of tourist attractions in Varanasi', 'detail': 'Varanasi is one of the most prominent tourist places in India. The city attracts millions of domestic and international tourists. The temples across the city attract pilgrims. The ghats and the Buddhist site Sarnath attract tourists from abroad. Varanasi is one of the oldest cities in the world, which makes it rich with cultural heritage. The city is home to ghats, temples, and museums.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg/500px-Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg'}]"
China,People's Republic of China,Beijing,1402112000,Asia,Eastern Asia,Chinese,"AFG, BTN, MMR, HKG, IND, KAZ, NPL, PRK, KGZ, LAO, MAC, MNG, PAK, RUS, TJK, VNM",N/A,https://flagcdn.com/w320/cn.png,https://goo.gl/maps/p9qC6vgiFRRXzvGi7,N/A,"[{'name': 'AAAAA Tourist Attractions of China', 'detail': 'AAAAA (Chinese: 国家5A级旅游景区; pinyin: Guójiā Wǔ ""A"" jí Lǚyóu Jǐngqū) is awarded to the most important and best-maintained tourist attractions in the People\'s Republic of China, given the highest level in the rating categories used by the Ministry of Culture and Tourism. As of 2025, there are 359 tourist attractions listed as 5A.', 'image': ''}, {'name': 'Tourism in China', 'detail': 'Tourism in China is a growing industry that is becoming a significant part of the Chinese economy. The rate of tourism has expanded over the last few decades since the beginning of reform and opening-up. The emergence of a newly rich middle class and an easing of restrictions on movement by the Chinese authorities are both fueling this travel boom. China has become one of world\'s largest outbound tourist markets. According to Euromonitor International, economic growth and higher incomes in nearby Asian countries will help China to become the world\'s number one tourist destination by 2030.\nChina ranked second in the world for travel and tourism\'s contribution to GDP in 2022 ($814.1 billion), and first in the world for travel and tourism\'s contribution to employment (66,086,000 jobs in 2014). Tourism, based on direct, indirect, and induced impact, accounted for 9.3 percent of China\'s GDP in 2013. In 2017, the total contributions of China\'s Travel and Tourism sector made up 11% of its GDP. In 2018, the domestic tourism sector contributed around US$1.47 trillion to the nation\'s GDP.\nSince 2012, tourists from China have been the world\'s top spender in international tourism, leading global outbound travel. In 2016, the country accounted for 21% of the world\'s international tourism spending, or $261 billion. (The statistics include journeys made to the special administrative regions of Hong Kong and Macau, as well as Taiwan; in 2017, these accounted for 69.5m of the so-called ""overseas"" journeys.) As of 2018, only 7% of Chinese had a passport, so the ""potential for further growth is staggering"", according to a UK news report.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Shanghai_-_Skyline_Sunset_0057.jpg/500px-Shanghai_-_Skyline_Sunset_0057.jpg'}, {'name': 'Tourist attraction', 'detail': 'A tourist attraction is a place of interest that tourists visit, typically for its inherent or exhibited natural or cultural value, historical significance, natural or built beauty, offering leisure and amusement.\n\n', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/1_times_square_night_2013.jpg/500px-1_times_square_night_2013.jpg'}]"
Italy,Italian Republic,Rome,59554023,Europe,Southern Europe,"Italian, Catalan","AUT, FRA, SMR, SVN, CHE, VAT",N/A,https://flagcdn.com/w320/it.png,https://goo.gl/maps/8M1K27TDj7StTRTq8,N/A,"[{'name': 'Tourist attraction', 'detail': 'A tourist attraction is a place of interest that tourists visit, typically for its inherent or exhibited natural or cultural value, historical significance, natural or built beauty, offering leisure and amusement.\n\n', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/1_times_square_night_2013.jpg/500px-1_times_square_night_2013.jpg'}, {'name': 'Lists of tourist attractions', 'detail': 'The following lists of tourist attractions include tourist attractions in various countries.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Victoria_Falls_aerial_view_September_2003.jpg/500px-Victoria_Falls_aerial_view_September_2003.jpg'}, {'name': 'List of tourist attractions in Rome', 'detail': ""Rome is regarded as one of the world's most beautiful ancient cities, and contains vast amounts of priceless works of art, palaces, museums, parks, churches, gardens, basilicas, temples, villas, piazzas, theatres, and other venues in general. As one of the world's most important and visited cities, there are numerous popular tourist attractions. In 2005, the city received 19.5 million global visitors, up of 22.1% from 2001. The 5 most visited places in Rome are: #1 Pantheon (8 million tourists a year), #2 The Colosseum (7.036.104 tourists a year), #3 Trevi Fountain (3.5 million tourists a year), #4 Sistine Chapel (3 million tourists a year) and #5 The Roman Forum (2.5 million tourists a year). The study was conducted by the Ministero dei Beni e della Attivita' Culturali e del Turismo (MIBACT) for the year 2017. Rome is the city with the most monuments in the world."", 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Colosseo_panorama.JPG/500px-Colosseo_panorama.JPG'}]"
India,Republic of India,New Delhi,1380004385,Asia,Southern Asia,"English, Hindi, Tamil","BGD, BTN, MMR, CHN, NPL, PAK",N/A,https://flagcdn.com/w320/in.png,https://goo.gl/maps/WSk3fLwG4vtPQetp7,N/A,"[{'name': 'List of tourist attractions in Vadodara', 'detail': 'This is a list of tourist attractions in Vadodara, a city in Gujarat, India.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Baroda_Museum_exterior.jpg/500px-Baroda_Museum_exterior.jpg'}, {'name': 'Tourism in India', 'detail': ""Tourism in India is 4.6% of the country's gross domestic product (GDP). Unlike other sectors, tourism is not a priority sector for the Government of India. The World Travel and Tourism Council calculated that tourism generated ₹13.2 lakh crore (US$160 billion) or 5.8% of India's GDP and supported 32.1 million jobs in 2021. Even though, these numbers were lower than the pre-pandemic figures; the country's economy witnessed a significant growth in 2021 after the massive downturn during 2020. The sector is predicted to grow at an annual rate of 7.8% to ₹33.8 lakh crore (US$400 billion) by 2031 (7.2% of GDP). India has established itself as the 5th largest global travel healthcare destination with an estimated market size of around $9 billion in 2019, out of the total global travel healthcare industry of $44.8 billion(2019). In 2014, 184,298 foreign patients travelled to India to seek medical treatment.\nAccording to the Ministry of Tourism, over 6.19 million and 1.52 million foreign tourists arrived in India in 2022 and 2021 respectively compared to 10.93 million in 2019, representing a -44% degrowth. In 2022, Gujarat Tops India in Foreign Tourism with 20.17% Share in 2022. Gujarat rose as a global tourism hotspot continues with over 15.40 lakh tourists visiting in 2023. In 2023, 2509.63 million Domestic Tourist Visits (DTVs) were recorded (provisionally) compared to 1731.01 Million DTVs in 2022.\nThe World Economic Forum's Travel and Tourism Development Index 2021, which replaced its previous Travel and Tourism Competitiveness Report, ranks India 54th out of 117 countries overall. The last edition of the Travel and Tourism Competitiveness Report, published in 2019, had ranked India 34th out of 140 countries overall. The report ranked the price competitiveness of India's tourism sector 13th out of 140 countries. It mentioned that India has quite good air transport infrastructure (ranked 33rd), particularly given the country's stage of development, and reasonable ground and port infrastructure (ranked 28th). The country also scored high on natural resources (ranked 14th), and cultural resources and business travel (ranked 8th). The World Tourism Organization reported that India's receipts from tourism during 2012 ranked 16th in the world, and 7th among Asian and Pacific countries.\nThe Ministry of Tourism designs national policies for the development and promotion of tourism. In the process, the Ministry consults and collaborates with other stakeholders in the sector including various central ministries/agencies, state governments, union territories and private sector representatives. Concerted efforts are being made to promote niche tourism products such as rural, cruise, medical and eco-tourism. The Ministry of Tourism maintains the Incredible India campaign focused on promoting tourism in India."", 'image': ''}, {'name': 'List of tourist attractions in Varanasi', 'detail': 'Varanasi is one of the most prominent tourist places in India. The city attracts millions of domestic and international tourists. The temples across the city attract pilgrims. The ghats and the Buddhist site Sarnath attract tourists from abroad. Varanasi is one of the oldest cities in the world, which makes it rich with cultural heritage. The city is home to ghats, temples, and museums.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg/500px-Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg'}]"
China,People's Republic of China,Beijing,1402112000,Asia,Eastern Asia,Chinese,"AFG, BTN, MMR, HKG, IND, KAZ, NPL, PRK, KGZ, LAO, MAC, MNG, PAK, RUS, TJK, VNM",N/A,https://flagcdn.com/w320/cn.png,https://goo.gl/maps/p9qC6vgiFRRXzvGi7,N/A,"[{'name': 'AAAAA Tourist Attractions of China', 'detail': 'AAAAA (Chinese: 国家5A级旅游景区; pinyin: Guójiā Wǔ ""A"" jí Lǚyóu Jǐngqū) is awarded to the most important and best-maintained tourist attractions in the People\'s Republic of China, given the highest level in the rating categories used by the Ministry of Culture and Tourism. As of 2025, there are 359 tourist attractions listed as 5A.', 'image': ''}, {'name': 'Tourism in China', 'detail': 'Tourism in China is a growing industry that is becoming a significant part of the Chinese economy. The rate of tourism has expanded over the last few decades since the beginning of reform and opening-up. The emergence of a newly rich middle class and an easing of restrictions on movement by the Chinese authorities are both fueling this travel boom. China has become one of world\'s largest outbound tourist markets. According to Euromonitor International, economic growth and higher incomes in nearby Asian countries will help China to become the world\'s number one tourist destination by 2030.\nChina ranked second in the world for travel and tourism\'s contribution to GDP in 2022 ($814.1 billion), and first in the world for travel and tourism\'s contribution to employment (66,086,000 jobs in 2014). Tourism, based on direct, indirect, and induced impact, accounted for 9.3 percent of China\'s GDP in 2013. In 2017, the total contributions of China\'s Travel and Tourism sector made up 11% of its GDP. In 2018, the domestic tourism sector contributed around US$1.47 trillion to the nation\'s GDP.\nSince 2012, tourists from China have been the world\'s top spender in international tourism, leading global outbound travel. In 2016, the country accounted for 21% of the world\'s international tourism spending, or $261 billion. (The statistics include journeys made to the special administrative regions of Hong Kong and Macau, as well as Taiwan; in 2017, these accounted for 69.5m of the so-called ""overseas"" journeys.) As of 2018, only 7% of Chinese had a passport, so the ""potential for further growth is staggering"", according to a UK news report.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Shanghai_-_Skyline_Sunset_0057.jpg/500px-Shanghai_-_Skyline_Sunset_0057.jpg'}, {'name': 'Tourist attraction', 'detail': 'A tourist attraction is a place of interest that tourists visit, typically for its inherent or exhibited natural or cultural value, historical significance, natural or built beauty, offering leisure and amusement.\n\n', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/1_times_square_night_2013.jpg/500px-1_times_square_night_2013.jpg'}]"
Italy,Italian Republic,Rome,59554023,Europe,Southern Europe,"Italian, Catalan","AUT, FRA, SMR, SVN, CHE, VAT",N/A,https://flagcdn.com/w320/it.png,https://goo.gl/maps/8M1K27TDj7StTRTq8,N/A,"[{'name': 'Tourist attraction', 'detail': 'A tourist attraction is a place of interest that tourists visit, typically for its inherent or exhibited natural or cultural value, historical significance, natural or built beauty, offering leisure and amusement.\n\n', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/1_times_square_night_2013.jpg/500px-1_times_square_night_2013.jpg'}, {'name': 'Lists of tourist attractions', 'detail': 'The following lists of tourist attractions include tourist attractions in various countries.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Victoria_Falls_aerial_view_September_2003.jpg/500px-Victoria_Falls_aerial_view_September_2003.jpg'}, {'name': 'List of tourist attractions in Rome', 'detail': ""Rome is regarded as one of the world's most beautiful ancient cities, and contains vast amounts of priceless works of art, palaces, museums, parks, churches, gardens, basilicas, temples, villas, piazzas, theatres, and other venues in general. As one of the world's most important and visited cities, there are numerous popular tourist attractions. In 2005, the city received 19.5 million global visitors, up of 22.1% from 2001. The 5 most visited places in Rome are: #1 Pantheon (8 million tourists a year), #2 The Colosseum (7.036.104 tourists a year), #3 Trevi Fountain (3.5 million tourists a year), #4 Sistine Chapel (3 million tourists a year) and #5 The Roman Forum (2.5 million tourists a year). The study was conducted by the Ministero dei Beni e della Attivita' Culturali e del Turismo (MIBACT) for the year 2017. Rome is the city with the most monuments in the world."", 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Colosseo_panorama.JPG/500px-Colosseo_panorama.JPG'}]"
India,Republic of India,New Delhi,1380004385,Asia,Southern Asia,"English, Hindi, Tamil","BGD, BTN, MMR, CHN, NPL, PAK",N/A,https://flagcdn.com/w320/in.png,https://goo.gl/maps/WSk3fLwG4vtPQetp7,N/A,"[{'name': 'Tourism in India', 'detail': ""Tourism in India is 4.6% of the country's gross domestic product (GDP). Unlike other sectors, tourism is not a priority sector for the Government of India. The World Travel and Tourism Council calculated that tourism generated ₹13.2 lakh crore (US$160 billion) or 5.8% of India's GDP and supported 32.1 million jobs in 2021. Even though, these numbers were lower than the pre-pandemic figures; the country's economy witnessed a significant growth in 2021 after the massive downturn during 2020. The sector is predicted to grow at an annual rate of 7.8% to ₹33.8 lakh crore (US$400 billion) by 2031 (7.2% of GDP). India has established itself as the 5th largest global travel healthcare destination with an estimated market size of around $9 billion in 2019, out of the total global travel healthcare industry of $44.8 billion(2019). In 2014, 184,298 foreign patients travelled to India to seek medical treatment.\nAccording to the Ministry of Tourism, over 6.19 million and 1.52 million foreign tourists arrived in India in 2022 and 2021 respectively compared to 10.93 million in 2019, representing a -44% degrowth. In 2022, Gujarat Tops India in Foreign Tourism with 20.17% Share in 2022. Gujarat rose as a global tourism hotspot continues with over 15.40 lakh tourists visiting in 2023. In 2023, 2509.63 million Domestic Tourist Visits (DTVs) were recorded (provisionally) compared to 1731.01 Million DTVs in 2022.\nThe World Economic Forum's Travel and Tourism Development Index 2021, which replaced its previous Travel and Tourism Competitiveness Report, ranks India 54th out of 117 countries overall. The last edition of the Travel and Tourism Competitiveness Report, published in 2019, had ranked India 34th out of 140 countries overall. The report ranked the price competitiveness of India's tourism sector 13th out of 140 countries. It mentioned that India has quite good air transport infrastructure (ranked 33rd), particularly given the country's stage of development, and reasonable ground and port infrastructure (ranked 28th). The country also scored high on natural resources (ranked 14th), and cultural resources and business travel (ranked 8th). The World Tourism Organization reported that India's receipts from tourism during 2012 ranked 16th in the world, and 7th among Asian and Pacific countries.\nThe Ministry of Tourism designs national policies for the development and promotion of tourism. In the process, the Ministry consults and collaborates with other stakeholders in the sector including various central ministries/agencies, state governments, union territories and private sector representatives. Concerted efforts are being made to promote niche tourism products such as rural, cruise, medical and eco-tourism. The Ministry of Tourism maintains the Incredible India campaign focused on promoting tourism in India."", 'image': ''}, {'name': 'List of tourist attractions in Vadodara', 'detail': 'This is a list of tourist attractions in Vadodara, a city in Gujarat, India.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Baroda_Museum_exterior.jpg/500px-Baroda_Museum_exterior.jpg'}, {'name': 'List of tourist attractions in Varanasi', 'detail': 'Varanasi is one of the most prominent tourist places in India. The city attracts millions of domestic and international tourists. The temples across the city attract pilgrims. The ghats and the Buddhist site Sarnath attract tourists from abroad. Varanasi is one of the oldest cities in the world, which makes it rich with cultural heritage. The city is home to ghats, temples, and museums.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg/500px-Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg'}]"
Pakistan,Islamic Republic of Pakistan,Islamabad,220892331,Asia,Southern Asia,"English, Urdu","AFG, CHN, IND, IRN",N/A,https://flagcdn.com/w320/pk.png,https://goo.gl/maps/5LYujdfR5yLUXoERA,N/A,"[{'name': 'List of tourist attractions in Karachi', 'detail': 'Karachi is a tourist destination for domestic and international tourists. This is a list of tourist attractions in the city of Karachi, Sindh, Pakistan.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Jinnah_Mausoleum.JPG/500px-Jinnah_Mausoleum.JPG'}, {'name': 'Tourism in Pakistan', 'detail': 'Tourism in Pakistan is a growing industry. In 2010, Lonely Planet termed Pakistan ""tourism\'s \'next big thing\'"". The country is geographically and ethnically diverse, and has a number of historical and cultural heritage sites. Condé Nast Traveller ranked Pakistan The Best Holiday Destination for 2020 and also declared it the third-highest potential adventure destination in the world for 2020. As security in the country improves, tourism increases; in two years, it has increased by more than 300%.\nIn 2018, the British Backpacker Society ranked Pakistan the world\'s top adventure travel destination, describing the country as ""one of the friendliest countries on earth, with mountain scenery that is beyond anyone\'s wildest imagination"". Forbes ranked Pakistan as one of the ‘coolest places’ to visit in 2019. The World Economic Forum\'s Travel and Tourism Competitiveness Report placed Pakistan in the top 25 percent of global destinations for its World Heritage Sites, which range from the mangroves in the Indus delta to the Indus Valley civilization sites including Mohenjo-daro and Harappa.\nAccording to the World Economic Forum\'s Travel and Tourism Competitiveness Report 2017, the direct contribution of travel and tourism to Pakistan\'s GDP in 2015 was US$328.3 million, constituting 2.8% of the total GDP. According to the World Travel and Tourism Council, the direct contribution of travel and tourism to Pakistan\'s GDP in 2016 was Rs. 793 billion (equivalent to Rs. 4.0 trillion or US$14 billion in 2021), constituting 2.7% of the total GDP. By 2025, the government predicts tourism will contribute Rs. 1 trillion (US$3.5 billion) to the Pakistani economy.\nIn October 2006, one year after the 2005 Kashmir earthquake, The Guardian released a list of ""the top five tourist sites in Pakistan"" to help the country\'s tourism industry. The sites included Lahore, the Karakoram Highway, Karimabad and Lake Saiful Muluk. To promote the country\'s cultural heritage, in 2007, Pakistan launched the ""Visit Pakistan"" marketing campaign that involved events including fairs, religious festivals, regional sporting events, arts and craft shows, folk festivals and openings of historical museums.\nIn 2013, over half a million tourists visited Pakistan, contributing $298 million; these figures have since risen to over 6.6 million tourists in 2018. By comparison, Pakistan\'s domestic tourism industry is estimated at 50 million tourists who travel in the country on short trips usually between May and August. The largest inflow of tourists are from the United Kingdom, followed by the United States, India and China.\n\n', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Lahore_Fort.jpg/500px-Lahore_Fort.jpg'}, {'name': 'Lists of tourist attractions', 'detail': 'The following lists of tourist attractions include tourist attractions in various countries.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Victoria_Falls_aerial_view_September_2003.jpg/500px-Victoria_Falls_aerial_view_September_2003.jpg'}]"
India,Republic of India,New Delhi,1380004385,Asia,Southern Asia,"English, Hindi, Tamil","BGD, BTN, MMR, CHN, NPL, PAK",N/A,https://flagcdn.com/w320/in.png,https://goo.gl/maps/WSk3fLwG4vtPQetp7,N/A,"[{'name': 'List of tourist attractions in Vadodara', 'detail': 'This is a list of tourist attractions in Vadodara, a city in Gujarat, India.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Baroda_Museum_exterior.jpg/500px-Baroda_Museum_exterior.jpg'}, {'name': 'Tourism in India', 'detail': ""Tourism in India is 4.6% of the country's gross domestic product (GDP). Unlike other sectors, tourism is not a priority sector for the Government of India. The World Travel and Tourism Council calculated that tourism generated ₹13.2 lakh crore (US$160 billion) or 5.8% of India's GDP and supported 32.1 million jobs in 2021. Even though, these numbers were lower than the pre-pandemic figures; the country's economy witnessed a significant growth in 2021 after the massive downturn during 2020. The sector is predicted to grow at an annual rate of 7.8% to ₹33.8 lakh crore (US$400 billion) by 2031 (7.2% of GDP). India has established itself as the 5th largest global travel healthcare destination with an estimated market size of around $9 billion in 2019, out of the total global travel healthcare industry of $44.8 billion(2019). In 2014, 184,298 foreign patients travelled to India to seek medical treatment.\nAccording to the Ministry of Tourism, over 6.19 million and 1.52 million foreign tourists arrived in India in 2022 and 2021 respectively compared to 10.93 million in 2019, representing a -44% degrowth. In 2022, Gujarat Tops India in Foreign Tourism with 20.17% Share in 2022. Gujarat rose as a global tourism hotspot continues with over 15.40 lakh tourists visiting in 2023. In 2023, 2509.63 million Domestic Tourist Visits (DTVs) were recorded (provisionally) compared to 1731.01 Million DTVs in 2022.\nThe World Economic Forum's Travel and Tourism Development Index 2021, which replaced its previous Travel and Tourism Competitiveness Report, ranks India 54th out of 117 countries overall. The last edition of the Travel and Tourism Competitiveness Report, published in 2019, had ranked India 34th out of 140 countries overall. The report ranked the price competitiveness of India's tourism sector 13th out of 140 countries. It mentioned that India has quite good air transport infrastructure (ranked 33rd), particularly given the country's stage of development, and reasonable ground and port infrastructure (ranked 28th). The country also scored high on natural resources (ranked 14th), and cultural resources and business travel (ranked 8th). The World Tourism Organization reported that India's receipts from tourism during 2012 ranked 16th in the world, and 7th among Asian and Pacific countries.\nThe Ministry of Tourism designs national policies for the development and promotion of tourism. In the process, the Ministry consults and collaborates with other stakeholders in the sector including various central ministries/agencies, state governments, union territories and private sector representatives. Concerted efforts are being made to promote niche tourism products such as rural, cruise, medical and eco-tourism. The Ministry of Tourism maintains the Incredible India campaign focused on promoting tourism in India."", 'image': ''}, {'name': 'List of tourist attractions in Varanasi', 'detail': 'Varanasi is one of the most prominent tourist places in India. The city attracts millions of domestic and international tourists. The temples across the city attract pilgrims. The ghats and the Buddhist site Sarnath attract tourists from abroad. Varanasi is one of the oldest cities in the world, which makes it rich with cultural heritage. The city is home to ghats, temples, and museums.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg/500px-Ahilya_Ghat_by_the_Ganges%2C_Varanasi.jpg'}]"
China,People's Republic of China,Beijing,1402112000,Asia,Eastern Asia,Chinese,"AFG, BTN, MMR, HKG, IND, KAZ, NPL, PRK, KGZ, LAO, MAC, MNG, PAK, RUS, TJK, VNM",N/A,https://flagcdn.com/w320/cn.png,https://goo.gl/maps/p9qC6vgiFRRXzvGi7,N/A,"[{'name': 'AAAAA Tourist Attractions of China', 'detail': 'AAAAA (Chinese: 国家5A级旅游景区; pinyin: Guójiā Wǔ ""A"" jí Lǚyóu Jǐngqū) is awarded to the most important and best-maintained tourist attractions in the People\'s Republic of China, given the highest level in the rating categories used by the Ministry of Culture and Tourism. As of 2025, there are 359 tourist attractions listed as 5A.', 'image': ''}, {'name': 'Tourism in China', 'detail': 'Tourism in China is a growing industry that is becoming a significant part of the Chinese economy. The rate of tourism has expanded over the last few decades since the beginning of reform and opening-up. The emergence of a newly rich middle class and an easing of restrictions on movement by the Chinese authorities are both fueling this travel boom. China has become one of world\'s largest outbound tourist markets. According to Euromonitor International, economic growth and higher incomes in nearby Asian countries will help China to become the world\'s number one tourist destination by 2030.\nChina ranked second in the world for travel and tourism\'s contribution to GDP in 2022 ($814.1 billion), and first in the world for travel and tourism\'s contribution to employment (66,086,000 jobs in 2014). Tourism, based on direct, indirect, and induced impact, accounted for 9.3 percent of China\'s GDP in 2013. In 2017, the total contributions of China\'s Travel and Tourism sector made up 11% of its GDP. In 2018, the domestic tourism sector contributed around US$1.47 trillion to the nation\'s GDP.\nSince 2012, tourists from China have been the world\'s top spender in international tourism, leading global outbound travel. In 2016, the country accounted for 21% of the world\'s international tourism spending, or $261 billion. (The statistics include journeys made to the special administrative regions of Hong Kong and Macau, as well as Taiwan; in 2017, these accounted for 69.5m of the so-called ""overseas"" journeys.) As of 2018, only 7% of Chinese had a passport, so the ""potential for further growth is staggering"", according to a UK news report.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Shanghai_-_Skyline_Sunset_0057.jpg/500px-Shanghai_-_Skyline_Sunset_0057.jpg'}, {'name': 'Tourist attraction', 'detail': 'A tourist attraction is a place of interest that tourists visit, typically for its inherent or exhibited natural or cultural value, historical significance, natural or built beauty, offering leisure and amusement.\n\n', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/1_times_square_night_2013.jpg/500px-1_times_square_night_2013.jpg'}]"
Italy,Italian Republic,Rome,59554023,Europe,Southern Europe,"Italian, Catalan","AUT, FRA, SMR, SVN, CHE, VAT",N/A,https://flagcdn.com/w320/it.png,https://goo.gl/maps/8M1K27TDj7StTRTq8,N/A,"[{'name': 'Tourist attraction', 'detail': 'A tourist attraction is a place of interest that tourists visit, typically for its inherent or exhibited natural or cultural value, historical significance, natural or built beauty, offering leisure and amusement.\n\n', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/1_times_square_night_2013.jpg/500px-1_times_square_night_2013.jpg'}, {'name': 'Lists of tourist attractions', 'detail': 'The following lists of tourist attractions include tourist attractions in various countries.', 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Victoria_Falls_aerial_view_September_2003.jpg/500px-Victoria_Falls_aerial_view_September_2003.jpg'}, {'name': 'List of tourist attractions in Rome', 'detail': ""Rome is regarded as one of the world's most beautiful ancient cities, and contains vast amounts of priceless works of art, palaces, museums, parks, churches, gardens, basilicas, temples, villas, piazzas, theatres, and other venues in general. As one of the world's most important and visited cities, there are numerous popular tourist attractions. In 2005, the city received 19.5 million global visitors, up of 22.1% from 2001. The 5 most visited places in Rome are: #1 Pantheon (8 million tourists a year), #2 The Colosseum (7.036.104 tourists a year), #3 Trevi Fountain (3.5 million tourists a year), #4 Sistine Chapel (3 million tourists a year) and #5 The Roman Forum (2.5 million tourists a year). The study was conducted by the Ministero dei Beni e della Attivita' Culturali e del Turismo (MIBACT) for the year 2017. Rome is the city with the most monuments in the world."", 'image': 'https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Colosseo_panorama.JPG/500px-Colosseo_panorama.JPG'}]"
